gene,comparison_experiment_count,sample,pearson_r,voxel_count,pearson_r_brain,voxel_count_brain,pearson_r_atlas_regions,atlas_region_count,pearson_r_real_data,voxel_count_real_data,pearson_r_interpolated_only,voxel_count_interpolated_only,reference_experiment_ids,comparison_experiment_ids,excluded_experiment_id,seed
Grin2b,8,6,0.89694774,1295040,0.8219497,511377,0.9759194,698,0.820976,312101,0.823509,199276,"[74988710, 78545305, 78545307, 78545311, 78545313, 78545315, 78545319, 78545321, 78557713, 78557717, 78557721, 79707782, 80409879, 80409881, 80409885]","[78545317, 78545323, 78557715, 78557719, 79707826, 79707830, 79707832, 80409883]",,20260812
Grin2b,8,7,0.90529144,1295040,0.83673567,511377,0.9804418,698,0.83626163,308834,0.83750546,202543,"[74988710, 78545305, 78545313, 78545315, 78545317, 78545321, 78557713, 78557715, 78557721, 79707782, 79707826, 79707830, 79707832, 80409879, 80409883]","[78545307, 78545311, 78545323, 78557717, 78557719, 79707828, 80409881, 80409885]",,20260812
Grin2b,8,8,0.9102261,1295040,0.843793,511377,0.98872197,698,0.8425621,316633,0.8457972,194744,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545319, 78545321, 78545323, 78557713, 78557721, 79707826, 79707832, 80409881, 80409885]","[78545315, 78545317, 78557717, 78557719, 79707782, 79707830, 80409879, 80409883]",,20260812
Grin2b,8,9,0.8943175,1295040,0.817791,511377,0.97308946,698,0.8225585,314963,0.8102133,196414,"[74988710, 78545307, 78545311, 78545315, 78545317, 78545319, 78557713, 78557715, 78557719, 78557721, 79707782, 79707830, 80409879, 80409881, 80409885]","[78545305, 78545309, 78545313, 78545321, 78545323, 78557717, 79707826, 80409883]",,20260812
Grin2b,8,10,0.9021349,1295040,0.83345675,511377,0.98342997,698,0.8368778,313334,0.8279649,198043,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545315, 78545319, 78545321, 78545323, 78557713, 79707782, 79707830, 80409883, 80409885]","[78545317, 78557715, 78557717, 78557719, 78557721, 79707826, 79707828, 80409881]",,20260812
Grin2b,8,11,0.90288424,1295040,0.83515376,511377,0.98392713,698,0.8353885,312393,0.83478695,198984,"[74988710, 78545305, 78545307, 78545313, 78545315, 78545317, 78545321, 78545323, 78557713, 78557719, 79707826, 79707828, 79707832, 80409879, 80409883]","[78545309, 78545311, 78545319, 78557715, 78557717, 79707830, 80409881, 80409885]",,20260812
Grin2b,8,12,0.8958093,1295040,0.8205554,511377,0.9813384,698,0.82462525,306403,0.8142552,204974,"[74988710, 78545305, 78545307, 78545311, 78545313, 78545315, 78545317, 78545319, 78545321, 78545323, 78557715, 79707826, 79707828, 80409879, 80409881]","[78545309, 78557717, 78557719, 78557721, 79707830, 79707832, 80409883, 80409885]",,20260812
Grin2b,8,13,0.8976307,1295040,0.8245614,511377,0.9847788,698,0.8262459,308698,0.8218858,202679,"[74988710, 78545307, 78545309, 78545313, 78545315, 78545317, 78545319, 78545323, 78557715, 78557717, 78557719, 78557721, 79707832, 80409881, 80409883]","[78545305, 78545311, 78545321, 79707826, 79707828, 79707830, 80409879, 80409885]",,20260812
Grin2b,8,14,0.8928471,1295040,0.8136225,511377,0.9759592,698,0.81704795,314535,0.8080939,196842,"[78545305, 78545309, 78545311, 78545315, 78545317, 78545321, 78557717, 78557719, 78557721, 79707782, 79707826, 79707832, 80409879, 80409881, 80409885]","[74988710, 78545313, 78545323, 78557713, 78557715, 79707828, 79707830, 80409883]",,20260812
Grin2b,8,15,0.9101756,1295040,0.8449503,511377,0.9854709,698,0.84699893,305807,0.8420177,205570,"[78545307, 78545311, 78545315, 78545317, 78545323, 78557713, 78557715, 78557719, 78557721, 79707782, 79707826, 79707832, 80409879, 80409881, 80409883]","[78545305, 78545309, 78545313, 78545321, 78557717, 79707828, 79707830, 80409885]",,20260812
Grin2b,8,16,0.89819694,1295040,0.8252683,511377,0.9780551,698,0.83516407,313865,0.8101772,197512,"[74988710, 78545307, 78545311, 78545315, 78545317, 78557713, 78557715, 78557719, 78557721, 79707826, 79707830, 80409879, 80409881, 80409883, 80409885]","[78545305, 78545309, 78545313, 78545321, 78545323, 78557717, 79707782, 79707828]",,20260812
Grin2b,8,17,0.8995112,1295040,0.82648295,511377,0.98206043,698,0.8263192,311554,0.8266356,199823,"[74988710, 78545305, 78545307, 78545311, 78545317, 78545319, 78557713, 78557715, 78557717, 79707782, 79707826, 79707828, 79707830, 80409881, 80409883]","[78545309, 78545313, 78545315, 78545321, 78545323, 78557721, 79707832, 80409885]",,20260812
Grin2b,8,18,0.90136063,1295040,0.83010435,511377,0.98532635,698,0.83571196,312305,0.8212205,199072,"[74988710, 78545305, 78545311, 78545313, 78545315, 78545317, 78545321, 78557715, 78557719, 79707782, 79707826, 79707830, 80409879, 80409881, 80409883]","[78545307, 78545319, 78545323, 78557713, 78557717, 78557721, 79707832, 80409885]",,20260812
Grin2b,8,19,0.9116609,1295040,0.8468236,511377,0.98708975,698,0.84327304,314442,0.85251224,196935,"[74988710, 78545305, 78545313, 78545317, 78545319, 78545321, 78545323, 78557715, 78557717, 78557721, 79707782, 79707826, 79707828, 79707830, 80409885]","[78545307, 78545309, 78545315, 78557719, 79707832, 80409879, 80409881, 80409883]",,20260812
Grin2b,8,20,0.9044773,1295040,0.8351302,511377,0.9824041,698,0.8383032,310929,0.8304272,200448,"[74988710, 78545317, 78545319, 78545323, 78557713, 78557715, 78557717, 78557719, 78557721, 79707826, 79707832, 80409879, 80409881, 80409883, 80409885]","[78545309, 78545311, 78545313, 78545315, 78545321, 79707782, 79707828, 79707830]",,20260812
Grin2b,8,21,0.9076028,1295040,0.8415083,511377,0.9836307,698,0.8395775,313595,0.844543,197782,"[74988710, 78545305, 78545307, 78545311, 78545313, 78545317, 78545319, 78557713, 78557715, 78557719, 78557721, 79707826, 79707828, 80409879, 80409885]","[78545309, 78545315, 78545321, 78545323, 78557717, 79707782, 79707830, 80409881]",,20260812
Grin2b,8,22,0.90407693,1295040,0.8334577,511377,0.98361206,698,0.83476967,309355,0.8314637,202022,"[74988710, 78545311, 78545313, 78545315, 78545319, 78545323, 78557713, 78557717, 78557719, 78557721, 79707782, 79707828, 80409879, 80409881, 80409885]","[78545305, 78545307, 78545309, 78545321, 79707826, 79707830, 79707832, 80409883]",,20260812
Grin2b,8,23,0.9075272,1295040,0.84096956,511377,0.9837414,698,0.8415857,307377,0.84016496,204000,"[78545305, 78545307, 78545315, 78545317, 78545319, 78545321, 78545323, 78557713, 78557715, 78557717, 79707782, 79707830, 80409881, 80409883, 80409885]","[74988710, 78545309, 78545311, 78557719, 78557721, 79707826, 79707828, 79707832]",,20260812
Grin2b,8,24,0.9099641,1295040,0.846661,511377,0.98433185,698,0.84494245,314804,0.84927374,196573,"[78545305, 78545307, 78545311, 78545323, 78557713, 78557715, 78557719, 78557721, 79707782, 79707826, 79707828, 79707832, 80409879, 80409883, 80409885]","[78545309, 78545315, 78545317, 78545319, 78545321, 78557717, 79707830, 80409881]",,20260812
Grin2b,8,25,0.9047863,1295040,0.8360021,511377,0.9844684,698,0.8409871,314643,0.828018,196734,"[78545309, 78545311, 78545315, 78545317, 78545319, 78545321, 78545323, 78557713, 78557715, 78557719, 78557721, 79707826, 79707832, 80409879, 80409881]","[74988710, 78545305, 78545307, 78557717, 79707782, 79707828, 79707830, 80409883]",,20260812
Grin2b,8,26,0.9060994,1295040,0.8373137,511377,0.98639417,698,0.8372451,309769,0.8373866,201608,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545319, 78545321, 78545323, 78557721, 79707782, 79707832, 80409879, 80409881, 80409883]","[78545317, 78557713, 78557717, 78557719, 79707826, 79707828, 79707830, 80409885]",,20260812
Grin2b,8,27,0.8987815,1295040,0.82518977,511377,0.97933245,698,0.8269477,318836,0.8221896,192541,"[74988710, 78545305, 78545309, 78545311, 78545315, 78545319, 78545321, 78557715, 78557717, 78557721, 79707782, 79707830, 79707832, 80409879, 80409885]","[78545307, 78545317, 78557713, 78557719, 79707826, 79707828, 80409881, 80409883]",,20260812
Grin2b,8,28,0.9037824,1295040,0.8322892,511377,0.9858048,698,0.83155376,311260,0.8335453,200117,"[78545307, 78545311, 78545315, 78545319, 78545321, 78545323, 78557713, 78557715, 78557717, 78557721, 79707782, 79707826, 79707830, 79707832, 80409885]","[74988710, 78545309, 78545313, 78557719, 79707828, 80409879, 80409881, 80409883]",,20260812
Grin2b,8,29,0.9064996,1295040,0.8393553,511377,0.98589355,698,0.8459265,314473,0.8294754,196904,"[74988710, 78545307, 78545311, 78545315, 78545317, 78545323, 78557715, 78557719, 78557721, 79707782, 79707826, 79707830, 80409881, 80409883, 80409885]","[78545305, 78545309, 78545313, 78545319, 78545321, 78557713, 79707828, 79707832]",,20260812
Grin2b,8,30,0.91266537,1295040,0.84996915,511377,0.98862684,698,0.85172737,310361,0.847255,201016,"[74988710, 78545307, 78545309, 78545315, 78545319, 78545323, 78557715, 78557717, 78557719, 78557721, 79707826, 79707830, 79707832, 80409879, 80409881]","[78545305, 78545311, 78545313, 78545317, 78545321, 78557713, 79707828, 80409885]",,20260812
Grin2b,8,31,0.915177,1295040,0.8544879,511377,0.9834783,698,0.85567975,304917,0.85269284,206460,"[78545309, 78545311, 78545313, 78545315, 78545317, 78545323, 78557713, 78557721, 79707782, 79707826, 79707828, 79707830, 79707832, 80409879, 80409883]","[74988710, 78545305, 78545307, 78545319, 78545321, 78557717, 78557719, 80409885]",,20260812
Grin2b,8,32,0.9075679,1295040,0.83930194,511377,0.98267454,698,0.8363161,310839,0.8438084,200538,"[78545305, 78545311, 78545313, 78545319, 78545323, 78557713, 78557715, 78557717, 78557719, 79707782, 79707828, 79707832, 80409879, 80409881, 80409885]","[74988710, 78545309, 78545315, 78545317, 78545321, 78557721, 79707830, 80409883]",,20260812
Grin2b,8,33,0.89679784,1295040,0.82097465,511377,0.982339,698,0.82334,316127,0.8171192,195250,"[74988710, 78545307, 78545311, 78545317, 78545319, 78545321, 78545323, 78557713, 78557715, 79707826, 79707828, 79707830, 79707832, 80409881, 80409885]","[78545313, 78545315, 78557717, 78557719, 78557721, 79707782, 80409879, 80409883]",,20260812
Grin2b,8,34,0.9020089,1295040,0.83106077,511377,0.98326725,698,0.8322184,318527,0.8291139,192850,"[74988710, 78545307, 78545309, 78545313, 78545317, 78545319, 78545321, 78557713, 78557717, 78557721, 79707826, 79707828, 79707830, 79707832, 80409881]","[78545305, 78545311, 78545315, 78545323, 78557715, 79707782, 80409879, 80409883]",,20260812
Grin2b,8,35,0.90259,1295040,0.8333379,511377,0.9771184,698,0.8330504,319764,0.8340991,191613,"[78545305, 78545307, 78545309, 78545311, 78545321, 78545323, 78557715, 78557721, 79707826, 79707828, 79707830, 79707832, 80409879, 80409883, 80409885]","[74988710, 78545315, 78545317, 78545319, 78557713, 78557717, 78557719, 79707782]",,20260812
Grin2b,8,36,0.90145147,1295040,0.830407,511377,0.9813114,698,0.83162606,324105,0.82832587,187272,"[78545305, 78545309, 78545311, 78545315, 78545319, 78545321, 78545323, 78557715, 78557717, 79707828, 79707830, 79707832, 80409881, 80409883, 80409885]","[74988710, 78545307, 78545313, 78545317, 78557713, 79707782, 79707826, 80409879]",,20260812
Grin2b,8,37,0.90047777,1295040,0.82812613,511377,0.98182154,698,0.82972825,310896,0.82539856,200481,"[74988710, 78545307, 78545309, 78545311, 78545313, 78545315, 78545319, 78545321, 78557713, 78557721, 79707782, 79707828, 79707830, 80409879, 80409881]","[78545317, 78557715, 78557717, 78557719, 79707826, 79707832, 80409883, 80409885]",,20260812
Grin2b,8,38,0.91516453,1295040,0.8560698,511377,0.98202425,698,0.85926425,312449,0.85094213,198928,"[78545307, 78545309, 78545311, 78545313, 78545315, 78545323, 78557713, 78557719, 78557721, 79707830, 79707832, 80409879, 80409881, 80409883, 80409885]","[74988710, 78545305, 78545317, 78545319, 78545321, 78557715, 78557717, 79707826]",,20260812
Grin2b,8,39,0.9062073,1295040,0.8371566,511377,0.9855173,698,0.83827794,313496,0.8353555,197881,"[78545305, 78545307, 78545309, 78545311, 78545315, 78545317, 78545321, 78545323, 78557713, 78557715, 78557717, 78557721, 79707832, 80409881, 80409885]","[78545313, 78545319, 79707782, 79707826, 79707828, 79707830, 80409879, 80409883]",,20260812
Grin2b,8,40,0.9091454,1295040,0.8420516,511377,0.9852254,698,0.8405863,313381,0.8441669,197996,"[78545305, 78545309, 78545311, 78545317, 78545319, 78545323, 78557713, 78557715, 78557717, 78557719, 79707782, 79707828, 79707832, 80409881, 80409885]","[74988710, 78545307, 78545315, 78545321, 78557721, 79707826, 79707830, 80409883]",,20260812
Grin2b,8,41,0.8936535,1295040,0.8157258,511377,0.9786979,698,0.81753063,307592,0.8128532,203785,"[78545309, 78545313, 78545317, 78545323, 78557713, 78557715, 78557717, 78557719, 78557721, 79707782, 79707826, 79707828, 79707830, 79707832, 80409879]","[74988710, 78545305, 78545307, 78545311, 78545321, 80409881, 80409883, 80409885]",,20260812
Grin2b,8,42,0.8786871,1295040,0.79040444,511377,0.9652871,698,0.7886376,313930,0.7929698,197447,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545315, 78545317, 78545319, 78545323, 78557715, 78557721, 79707782, 79707828, 80409885]","[78545321, 78557713, 78557719, 79707826, 79707830, 79707832, 80409881, 80409883]",,20260812
Grin2b,8,43,0.9074423,1295040,0.83904195,511377,0.9819065,698,0.8438966,312710,0.8313084,198667,"[74988710, 78545309, 78545311, 78545313, 78545315, 78545317, 78545319, 78557713, 78557715, 78557719, 78557721, 79707826, 79707830, 80409879, 80409881]","[78545305, 78545307, 78545321, 78545323, 78557717, 79707782, 80409883, 80409885]",,20260812
Grin2b,8,44,0.89827126,1295040,0.82446873,511377,0.9789559,698,0.8260431,312171,0.8220154,199206,"[74988710, 78545305, 78545307, 78545315, 78545317, 78545319, 78545321, 78545323, 78557713, 78557719, 79707782, 79707826, 79707830, 79707832, 80409885]","[78545309, 78545311, 78545313, 78557715, 78557721, 79707828, 80409881, 80409883]",,20260812
Grin2b,8,45,0.90586853,1295040,0.8400409,511377,0.9852986,698,0.8393284,310916,0.8411767,200461,"[74988710, 78545307, 78545311, 78545313, 78545315, 78545317, 78545323, 78557713, 78557719, 79707782, 79707828, 80409879, 80409881, 80409883, 80409885]","[78545305, 78545319, 78545321, 78557715, 78557717, 79707826, 79707830, 79707832]",,20260812
Grin2b,8,46,0.9044503,1295040,0.83733577,511377,0.9824111,698,0.83902067,312845,0.8345078,198532,"[78545307, 78545309, 78545311, 78545313, 78545315, 78545317, 78545319, 78545323, 78557713, 78557719, 78557721, 79707782, 79707830, 80409879, 80409883]","[78545305, 78545321, 78557715, 78557717, 79707826, 79707828, 79707832, 80409881]",,20260812
Grin2b,8,47,0.90192664,1295040,0.8300865,511377,0.98088264,698,0.8271019,311510,0.83465934,199867,"[74988710, 78545305, 78545309, 78545311, 78545313, 78545317, 78545319, 78545323, 78557715, 78557717, 79707782, 79707826, 79707828, 79707832, 80409881]","[78545307, 78545315, 78545321, 78557719, 79707830, 80409879, 80409883, 80409885]",,20260812
Grin2b,8,48,0.9028273,1295040,0.83344054,511377,0.97591937,698,0.83444494,311306,0.83173513,200071,"[78545305, 78545313, 78545315, 78545319, 78545321, 78545323, 78557713, 78557715, 78557719, 78557721, 79707782, 79707832, 80409881, 80409883, 80409885]","[74988710, 78545311, 78545317, 78557717, 79707826, 79707828, 79707830, 80409879]",,20260812
Grin2b,8,49,0.8966186,1295040,0.8218031,511377,0.9810024,698,0.827804,307589,0.8126807,203788,"[78545309, 78545311, 78545313, 78545317, 78545319, 78545323, 78557717, 78557719, 79707782, 79707826, 79707828, 79707830, 79707832, 80409879, 80409881]","[74988710, 78545305, 78545307, 78545321, 78557715, 78557721, 80409883, 80409885]",,20260812
Grin2b,8,50,0.9143281,1295040,0.85215795,511377,0.98411924,698,0.84993005,312950,0.855336,198427,"[78545305, 78545311, 78545313, 78545317, 78545323, 78557713, 78557715, 78557719, 78557721, 79707782, 79707828, 79707830, 79707832, 80409883, 80409885]","[74988710, 78545307, 78545315, 78545319, 78545321, 79707826, 80409879, 80409881]",,20260812
Grin2b,8,51,0.9100149,1295040,0.84652066,511377,0.98409545,698,0.84918296,308398,0.84247565,202979,"[74988710, 78545313, 78545315, 78545317, 78545319, 78545321, 78545323, 78557713, 78557715, 79707782, 79707828, 80409879, 80409881, 80409883, 80409885]","[78545305, 78545307, 78545311, 78557717, 78557719, 79707826, 79707830, 79707832]",,20260812
Grin2b,8,52,0.88008535,1295040,0.79135644,511377,0.9640848,698,0.79516923,311560,0.78506887,199817,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545315, 78545317, 78545323, 78557717, 78557719, 79707782, 79707828, 79707832, 80409879]","[78545321, 78557713, 78557721, 79707826, 79707830, 80409881, 80409883, 80409885]",,20260812
Grin2b,8,53,0.90356004,1295040,0.8329898,511377,0.98208636,698,0.83305615,314057,0.8329011,197320,"[74988710, 78545305, 78545309, 78545311, 78545313, 78545315, 78545321, 78545323, 78557713, 78557715, 78557717, 78557721, 79707830, 79707832, 80409885]","[78545317, 78545319, 78557719, 79707826, 79707828, 80409879, 80409881, 80409883]",,20260812
Grin2b,8,54,0.88242155,1295040,0.7961463,511377,0.9610927,698,0.8017197,320271,0.78649867,191106,"[78545307, 78545309, 78545311, 78545313, 78545315, 78545317, 78545319, 78545321, 78557717, 78557721, 79707828, 79707830, 79707832, 80409879, 80409885]","[74988710, 78545323, 78557713, 78557715, 79707782, 79707826, 80409881, 80409883]",,20260812
Grin2b,8,55,0.90044415,1295040,0.8288343,511377,0.97841275,698,0.8306297,312923,0.82597715,198454,"[78545305, 78545307, 78545309, 78545311, 78545315, 78545319, 78545321, 78557715, 78557717, 79707782, 79707826, 79707830, 79707832, 80409881, 80409883]","[74988710, 78545313, 78545317, 78545323, 78557713, 78557719, 78557721, 79707828]",,20260812
Grin2b,8,56,0.91090155,1295040,0.84535044,511377,0.9865211,698,0.85116345,309127,0.8364872,202250,"[74988710, 78545307, 78545309, 78545311, 78545313, 78545321, 78557713, 78557715, 78557717, 78557719, 78557721, 79707826, 79707828, 80409879, 80409881]","[78545305, 78545317, 78545319, 79707782, 79707830, 79707832, 80409883, 80409885]",,20260812
Grin2b,8,57,0.900595,1295040,0.82833976,511377,0.9790309,698,0.8340956,313464,0.81954205,197913,"[78545307, 78545309, 78545311, 78545313, 78545321, 78545323, 78557713, 78557715, 78557717, 78557721, 79707782, 79707830, 80409879, 80409881, 80409885]","[74988710, 78545305, 78545315, 78545319, 78557719, 79707828, 79707832, 80409883]",,20260812
Grin2b,8,58,0.8985802,1295040,0.8272342,511377,0.982795,698,0.82798266,316019,0.82610136,195358,"[74988710, 78545305, 78545307, 78545311, 78545323, 78557713, 78557717, 78557719, 78557721, 79707782, 79707830, 80409879, 80409881, 80409883, 80409885]","[78545309, 78545313, 78545319, 78545321, 78557715, 79707826, 79707828, 79707832]",,20260812
Grin2b,8,59,0.8930455,1295040,0.8160292,511377,0.9787103,698,0.81925684,311225,0.8108908,200152,"[74988710, 78545307, 78545309, 78545315, 78545317, 78545319, 78545321, 78557715, 78557717, 78557721, 79707782, 79707828, 80409879, 80409883, 80409885]","[78545305, 78545311, 78545323, 78557713, 79707826, 79707830, 79707832, 80409881]",,20260812
Grin2b,8,60,0.90721226,1295040,0.8392369,511377,0.97956157,698,0.8388716,317417,0.83955836,193960,"[78545305, 78545307, 78545311, 78545313, 78545317, 78545319, 78557717, 79707782, 79707828, 79707830, 79707832, 80409879, 80409881, 80409883, 80409885]","[74988710, 78545315, 78545321, 78545323, 78557713, 78557715, 78557721, 79707826]",,20260812
Grin2b,8,61,0.89916456,1295040,0.8252144,511377,0.981855,698,0.8274089,314417,0.8214381,196960,"[78545305, 78545307, 78545309, 78545313, 78545315, 78545319, 78545323, 78557713, 78557715, 78557719, 79707826, 79707830, 79707832, 80409881, 80409885]","[74988710, 78545317, 78545321, 78557717, 78557721, 79707782, 80409879, 80409883]",,20260812
Grin2b,8,62,0.8988409,1295040,0.82406723,511377,0.97836375,698,0.8254254,305852,0.82185125,205525,"[78545309, 78545311, 78545313, 78545315, 78545317, 78545323, 78557713, 78557717, 78557719, 78557721, 79707782, 79707826, 79707828, 79707830, 80409879]","[74988710, 78545307, 78545321, 78557715, 79707832, 80409881, 80409883, 80409885]",,20260812
Grin2b,8,63,0.9002168,1295040,0.82938576,511377,0.98128587,698,0.8323872,319089,0.8244319,192288,"[74988710, 78545307, 78545311, 78545313, 78545317, 78545319, 78545321, 78557713, 78557717, 78557719, 79707826, 79707828, 79707832, 80409881, 80409883]","[78545305, 78545309, 78545315, 78557715, 78557721, 79707782, 80409879, 80409885]",,20260812
Grin2b,8,64,0.8967395,1295040,0.823616,511377,0.9826112,698,0.8312402,321103,0.8109938,190274,"[74988710, 78545311, 78545315, 78545319, 78545321, 78557715, 78557719, 78557721, 79707782, 79707828, 79707830, 80409879, 80409881, 80409883, 80409885]","[78545305, 78545307, 78545313, 78545317, 78545323, 78557713, 78557717, 79707826]",,20260812
Grin2b,8,65,0.8921623,1295040,0.8137442,511377,0.9821255,698,0.8167841,318159,0.80890846,193218,"[74988710, 78545309, 78545311, 78545319, 78545321, 78545323, 78557715, 78557717, 78557721, 79707782, 79707826, 79707828, 79707830, 79707832, 80409881]","[78545305, 78545307, 78545313, 78545317, 78557713, 80409879, 80409883, 80409885]",,20260812
Grin2b,8,66,0.90667963,1295040,0.8381977,511377,0.9862693,698,0.8440914,305090,0.8294694,206287,"[78545307, 78545311, 78545313, 78545315, 78545317, 78545319, 78545321, 78545323, 78557713, 78557715, 79707782, 79707832, 80409879, 80409881, 80409883]","[74988710, 78545305, 78557719, 78557721, 79707826, 79707828, 79707830, 80409885]",,20260812
Grin2b,8,67,0.8991976,1295040,0.82465994,511377,0.97420585,698,0.8255176,313206,0.82325375,198171,"[74988710, 78545307, 78545311, 78545315, 78545317, 78545319, 78545323, 78557717, 78557719, 79707782, 79707826, 79707828, 79707830, 80409881, 80409885]","[78545305, 78545313, 78545321, 78557713, 78557721, 79707832, 80409879, 80409883]",,20260812
Grin2b,8,68,0.8978527,1295040,0.82433987,511377,0.9819502,698,0.8232284,304683,0.82588756,206694,"[78545305, 78545309, 78545313, 78545315, 78545319, 78557713, 78557717, 79707782, 79707826, 79707828, 79707830, 79707832, 80409879, 80409881, 80409883]","[74988710, 78545311, 78545317, 78545321, 78545323, 78557715, 78557719, 80409885]",,20260812
Grin2b,8,69,0.9077258,1295040,0.8409041,511377,0.98035115,698,0.8403067,308626,0.8418132,202751,"[78545305, 78545309, 78545313, 78545315, 78545321, 78545323, 78557715, 78557717, 78557721, 79707826, 79707828, 79707830, 79707832, 80409879, 80409883]","[74988710, 78545307, 78545311, 78545319, 78557719, 79707782, 80409881, 80409885]",,20260812
Grin2b,8,70,0.90647024,1295040,0.84046656,511377,0.9821829,698,0.8421015,314100,0.83804506,197277,"[74988710, 78545307, 78545313, 78545315, 78545317, 78545323, 78557713, 78557715, 78557717, 78557719, 79707828, 79707832, 80409879, 80409881, 80409883]","[78545305, 78545309, 78545311, 78545319, 78557721, 79707782, 79707826, 79707830]",,20260812
Grin2b,8,71,0.8942485,1295040,0.8167428,511377,0.97670066,698,0.81651294,313747,0.8169332,197630,"[78545305, 78545307, 78545311, 78545313, 78545317, 78545319, 78545323, 78557713, 78557715, 78557717, 78557721, 79707826, 79707828, 79707832, 80409885]","[74988710, 78545309, 78545315, 78545321, 78557719, 79707782, 80409881, 80409883]",,20260812
Grin2b,8,72,0.89776623,1295040,0.82303107,511377,0.9733248,698,0.8255973,315575,0.8188673,195802,"[74988710, 78545307, 78545311, 78545313, 78545315, 78545317, 78545319, 78545323, 78557717, 78557719, 78557721, 79707782, 79707828, 79707830, 80409881]","[78545305, 78545309, 78557713, 78557715, 79707826, 80409879, 80409883, 80409885]",,20260812
Grin2b,8,73,0.9047011,1295040,0.8345901,511377,0.983037,698,0.83533335,322139,0.8332933,189238,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545317, 78545321, 78557719, 79707828, 79707830, 79707832, 80409881, 80409883, 80409885]","[78545315, 78545323, 78557713, 78557715, 78557721, 79707782, 79707826, 80409879]",,20260812
Grin2b,8,74,0.89803916,1295040,0.82312346,511377,0.9803878,698,0.8236481,308786,0.82210445,202591,"[78545309, 78545311, 78545313, 78545315, 78545319, 78545323, 78557713, 78557715, 78557717, 78557719, 78557721, 79707782, 79707826, 79707830, 80409881]","[74988710, 78545307, 78545317, 78545321, 79707828, 79707832, 80409883, 80409885]",,20260812
Grin2b,8,75,0.90452343,1295040,0.83712494,511377,0.98121667,698,0.8411236,313924,0.8306861,197453,"[74988710, 78545307, 78545309, 78545311, 78545313, 78545317, 78545321, 78545323, 78557713, 78557715, 78557717, 78557719, 79707830, 80409881, 80409885]","[78545305, 78545319, 78557721, 79707782, 79707826, 79707828, 79707832, 80409879]",,20260812
Grin2b,8,76,0.9045907,1295040,0.8359257,511377,0.98166716,698,0.8366577,313755,0.8347256,197622,"[74988710, 78545305, 78545311, 78545313, 78545315, 78545319, 78557717, 78557721, 79707782, 79707826, 79707828, 79707832, 80409881, 80409883, 80409885]","[78545307, 78545309, 78545317, 78545323, 78557713, 78557719, 79707830, 80409879]",,20260812
Grin2b,8,77,0.8911696,1295040,0.81225145,511377,0.97686094,698,0.8079958,313756,0.81867063,197621,"[74988710, 78545305, 78545307, 78545309, 78545311, 78545313, 78545317, 78545319, 78545323, 78557713, 78557715, 78557717, 79707828, 79707830, 80409885]","[78545315, 78545321, 78557719, 78557721, 79707832, 80409879, 80409881, 80409883]",,20260812
Grin2b,8,78,0.9001795,1295040,0.82741165,511377,0.98534477,698,0.83525014,313737,0.81523526,197640,"[78545307, 78545311, 78545313, 78545315, 78545317, 78545321, 78545323, 78557715, 78557717, 78557721, 79707782, 79707826, 80409879, 80409881, 80409885]","[74988710, 78545305, 78545309, 78545319, 78557713, 79707830, 79707832, 80409883]",,20260812
Grin2b,8,79,0.9064059,1295040,0.83978504,511377,0.9848646,698,0.83892536,312873,0.84116036,198504,"[74988710, 78545309, 78545311, 78545313, 78545317, 78545321, 78557713, 78557715, 78557717, 78557719, 79707782, 79707826, 79707832, 80409881, 80409883]","[78545307, 78545315, 78545319, 78545323, 78557721, 79707828, 79707830, 80409879]",,20260812
Grin2b,8,80,0.88492644,1295040,0.8024255,511377,0.9789122,698,0.80358243,307339,0.80061406,204038,"[78545305, 78545307, 78545309, 78545313, 78545315, 78545317, 78545319, 78545323, 78557713, 78557715, 78557717, 78557719, 79707828, 80409881, 80409883]","[78545311, 78545321, 78557721, 79707782, 79707826, 79707830, 79707832, 80409885]",,20260812
Grin2b,8,81,0.90431863,1295040,0.83727694,511377,0.98449504,698,0.8383058,314094,0.8356081,197283,"[78545305, 78545307, 78545309, 78545311, 78545317, 78545321, 78557713, 78557719, 78557721, 79707782, 79707830, 79707832, 80409879, 80409883, 80409885]","[74988710, 78545313, 78545319, 78557715, 78557717, 79707826, 79707828, 80409881]",,20260812
Grin2b,8,82,0.9032539,1295040,0.83452404,511377,0.9851568,698,0.8370793,311426,0.83032143,199951,"[78545305, 78545311, 78545315, 78545321, 78545323, 78557713, 78557715, 78557717, 78557719, 79707782, 79707826, 79707828, 80409879, 80409883, 80409885]","[74988710, 78545307, 78545309, 78545319, 78557721, 79707830, 79707832, 80409881]",,20260812
