gene,comparison_experiment_count,sample,pearson_r,voxel_count,pearson_r_brain,voxel_count_brain,pearson_r_atlas_regions,atlas_region_count,pearson_r_real_data,voxel_count_real_data,pearson_r_interpolated_only,voxel_count_interpolated_only,reference_experiment_ids,comparison_experiment_ids,excluded_experiment_id,seed
Cacna2d1,10,91,0.87697554,1295040,0.8031829,511377,0.9751047,698,0.80915624,357300,0.7897748,154077,"[72119649, 75042246, 78544957, 78544959, 78544963, 78544979, 78557703, 78557707, 79707516, 79707530, 79707532, 79707760, 80409515, 80409517, 80409519]","[78544953, 78544955, 78544961, 78544965, 78544981, 78557705, 78557709, 78557711, 79707526, 80409521]",78544983.0,20260812
Cacna2d1,10,92,0.88141906,1295040,0.8108163,511377,0.97059715,698,0.8200321,353227,0.78980434,158150,"[78544953, 78544955, 78544959, 78544961, 78544965, 78544979, 78544981, 78557703, 78557705, 78557709, 79707526, 79707532, 80409515, 80409517, 80409521]","[72119649, 75042246, 78544957, 78544963, 78557707, 78557711, 79707516, 79707530, 79707760, 80409519]",78544983.0,20260812
Cacna2d1,10,93,0.88196456,1295040,0.8121929,511377,0.97807086,698,0.8153026,356709,0.80415815,154668,"[78544959, 78544961, 78544963, 78544965, 78544981, 78557703, 78557705, 78557709, 79707516, 79707530, 79707532, 80409515, 80409517, 80409519, 80409521]","[72119649, 75042246, 78544953, 78544955, 78544957, 78544979, 78557707, 78557711, 79707526, 79707760]",78544983.0,20260812
Cacna2d1,10,94,0.8718323,1295040,0.79486394,511377,0.9718747,698,0.7983713,353752,0.7865292,157625,"[72119649, 78544953, 78544955, 78544959, 78544963, 78544981, 78557703, 78557705, 78557707, 79707516, 79707530, 80409515, 80409517, 80409519, 80409521]","[75042246, 78544957, 78544961, 78544965, 78544979, 78557709, 78557711, 79707526, 79707532, 79707760]",78544983.0,20260812
Cacna2d1,10,95,0.8774644,1295040,0.80327713,511377,0.96972924,698,0.8052435,355157,0.7983551,156220,"[72119649, 78544953, 78544955, 78544959, 78544963, 78544965, 78544979, 78557705, 78557709, 79707516, 79707526, 79707760, 80409515, 80409517, 80409519]","[75042246, 78544957, 78544961, 78544981, 78557703, 78557707, 78557711, 79707530, 79707532, 80409521]",78544983.0,20260812
Cacna2d1,10,96,0.8774912,1295040,0.80404526,511377,0.9758899,698,0.8092196,355609,0.7920968,155768,"[75042246, 78544953, 78544955, 78544961, 78544965, 78544979, 78544981, 78557705, 78557707, 78557709, 78557711, 79707530, 80409515, 80409517, 80409519]","[72119649, 78544957, 78544959, 78544963, 78557703, 79707516, 79707526, 79707532, 79707760, 80409521]",78544983.0,20260812
Cacna2d1,10,97,0.88361406,1295040,0.8136834,511377,0.97734845,698,0.817057,354315,0.80588317,157062,"[75042246, 78544953, 78544955, 78544965, 78544979, 78544981, 78557703, 78557707, 78557709, 78557711, 79707516, 79707526, 79707532, 79707760, 80409519]","[72119649, 78544957, 78544959, 78544961, 78544963, 78557705, 79707530, 80409515, 80409517, 80409521]",78544983.0,20260812
Cacna2d1,10,98,0.88161415,1295040,0.8098241,511377,0.97511405,698,0.8101105,354148,0.8089833,157229,"[75042246, 78544953, 78544961, 78544963, 78544965, 78544979, 78544981, 78557703, 78557705, 78557707, 78557709, 78557711, 79707516, 79707532, 80409521]","[72119649, 78544955, 78544957, 78544959, 79707526, 79707530, 79707760, 80409515, 80409517, 80409519]",78544983.0,20260812
Cacna2d1,10,99,0.878004,1295040,0.8065698,511377,0.975,698,0.8118665,358004,0.7937909,153373,"[72119649, 78544953, 78544955, 78544957, 78544959, 78544981, 78557703, 78557709, 78557711, 79707526, 79707532, 79707760, 80409515, 80409517, 80409519]","[75042246, 78544961, 78544963, 78544965, 78544979, 78557705, 78557707, 79707516, 79707530, 80409521]",78544983.0,20260812
Calb1,1,0,0.4943967,1295040,0.37733722,511377,0.8419542,698,0.36794922,59873,0.37864715,451504,"[78591326, 78591330, 78591332, 78591334, 78591340, 78591342, 78591384, 78632766, 79556672, 79709470, 79721610, 79721740, 80409523, 80409525, 80409527]",[79721509],78632782.0,20260812
Calb1,1,1,0.5424297,1295040,0.44450277,511377,0.89357764,698,0.4364493,58568,0.4455691,452809,"[71717640, 78591332, 78591334, 78591336, 78591338, 78591384, 78632778, 78632780, 79709470, 79721509, 79721610, 79721630, 79721740, 80409525, 80409532]",[78591340],78632782.0,20260812
Calb1,1,2,0.5316157,1295040,0.4378022,511377,0.92099917,698,0.43886045,56290,0.43767717,455087,"[71717640, 78591332, 78591334, 78591336, 78591340, 78632766, 78632776, 78632778, 78632780, 79556672, 79721509, 79721610, 79721740, 80409525, 80409527]",[78591342],78632782.0,20260812
Calb1,1,3,0.5292657,1295040,0.4183644,511377,0.85721403,698,0.38822296,58877,0.42253685,452500,"[71717640, 78591328, 78591330, 78591332, 78591336, 78591338, 78632778, 79556672, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523, 80409525]",[78591334],78632782.0,20260812
Calb1,1,4,0.45752692,1295040,0.33835003,511377,0.82444066,698,0.3524672,63164,0.33631146,448213,"[71717640, 78591330, 78591332, 78591336, 78591338, 78591340, 78591384, 78632766, 78632780, 79556672, 79709470, 79721509, 79721610, 80409523, 80409525]",[80409527],78632782.0,20260812
Calb1,1,5,0.46686366,1295040,0.3435305,511377,0.81658876,698,0.33582622,60780,0.34464997,450597,"[71717640, 78591326, 78591330, 78591332, 78591334, 78591340, 78591342, 78632766, 78632778, 78632780, 79721509, 79721610, 79721740, 80409525, 80409527]",[78591328],78632782.0,20260812
Calb1,1,6,0.5303081,1295040,0.41962364,511377,0.85462415,698,0.38818452,58877,0.4239933,452500,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591338, 78591340, 78632766, 78632778, 79556672, 79721610, 79721630, 79721740, 80409523, 80409532]",[78591334],78632782.0,20260812
Calb1,1,7,0.46067727,1295040,0.34595585,511377,0.82541084,698,0.32083803,59215,0.34941304,452162,"[71717640, 78591330, 78591334, 78591336, 78591338, 78591342, 78591384, 78632766, 79709470, 79721509, 79721740, 80409523, 80409525, 80409527, 80409532]",[79721610],78632782.0,20260812
Calb1,1,8,0.4959724,1295040,0.41961846,511377,0.8938671,698,0.40785283,116330,0.42301175,395047,"[78591326, 78591330, 78591332, 78591338, 78591342, 78591384, 78632766, 78632778, 78632780, 79556672, 79709470, 79721509, 79721610, 80409523, 80409527]",[71717640],78632782.0,20260812
Calb1,1,9,0.50157446,1295040,0.39135635,511377,0.8508774,698,0.36816907,59233,0.39418727,452144,"[71717640, 78591328, 78591330, 78591332, 78591334, 78591338, 78591384, 78632766, 78632780, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523]",[78632778],78632782.0,20260812
Calb1,1,10,0.5504343,1295040,0.44589168,511377,0.8753767,698,0.41762385,58877,0.4498212,452500,"[78591328, 78591336, 78591338, 78591340, 78591342, 78591384, 78632766, 78632776, 78632780, 79709470, 79721509, 79721740, 80409523, 80409527, 80409532]",[78591334],78632782.0,20260812
Calb1,1,11,0.47711515,1295040,0.35568398,511377,0.840363,698,0.3494354,58427,0.35653758,452950,"[78591330, 78591334, 78591340, 78591342, 78632778, 78632780, 79556672, 79709470, 79721509, 79721610, 79721740, 80409523, 80409525, 80409527, 80409532]",[78632776],78632782.0,20260812
Calb1,1,12,0.42371002,1295040,0.30630258,511377,0.80598325,698,0.28800324,52266,0.3085177,459111,"[71717640, 78591328, 78591336, 78591340, 78591384, 78632766, 78632776, 79556672, 79709470, 79721509, 79721610, 80409523, 80409525, 80409527, 80409532]",[79721630],78632782.0,20260812
Calb1,1,13,0.47820675,1295040,0.39642125,511377,0.8680252,698,0.38234675,116330,0.40050825,395047,"[78591328, 78591330, 78591332, 78591334, 78591338, 78591340, 78591384, 78632766, 78632778, 78632780, 79721509, 79721610, 79721740, 80409525, 80409527]",[71717640],78632782.0,20260812
Calb1,1,14,0.4945651,1295040,0.4011912,511377,0.90596294,698,0.413295,57454,0.39963472,453923,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591384, 78632766, 78632778, 79556672, 79709470, 79721509, 79721610, 80409523, 80409527, 80409532]",[80409525],78632782.0,20260812
Calb1,1,15,0.46548206,1295040,0.3544153,511377,0.81059635,698,0.3360591,56325,0.35659635,455052,"[78591326, 78591328, 78591330, 78591332, 78591334, 78591336, 78591338, 78591340, 78591342, 78632780, 79709470, 79721509, 79721610, 79721630, 80409523]",[79721740],78632782.0,20260812
Calb1,1,16,0.440306,1295040,0.31647587,511377,0.75592124,698,0.30509958,60160,0.31794176,451217,"[78591326, 78591330, 78591332, 78591334, 78591336, 78632766, 78632778, 79709470, 79721509, 79721610, 79721740, 80409523, 80409525, 80409527, 80409532]",[78591384],78632782.0,20260812
Calb1,1,17,0.4862488,1295040,0.37447652,511377,0.8601691,698,0.37608624,58590,0.37423557,452787,"[78591326, 78591336, 78591338, 78591340, 78591342, 78632766, 78632776, 78632778, 79556672, 79709470, 79721630, 79721740, 80409523, 80409525, 80409527]",[78632780],78632782.0,20260812
Calb1,1,18,0.43248928,1295040,0.31671056,511377,0.82440174,698,0.2976908,52266,0.31902045,459111,"[78591326, 78591330, 78591332, 78591334, 78591336, 78591338, 78591384, 78632776, 79556672, 79709470, 79721509, 79721610, 80409523, 80409525, 80409532]",[79721630],78632782.0,20260812
Calb1,1,19,0.49271306,1295040,0.37683415,511377,0.82812405,698,0.3675237,59873,0.37812942,451504,"[71717640, 78591326, 78591332, 78591334, 78591336, 78591340, 78591342, 78591384, 78632780, 79556672, 79709470, 79721610, 79721630, 80409525, 80409532]",[79721509],78632782.0,20260812
Calb1,1,20,0.49190924,1295040,0.37583733,511377,0.84520876,698,0.3710705,60780,0.37649947,450597,"[71717640, 78591326, 78591330, 78591334, 78591336, 78591338, 78591340, 78591384, 78632766, 78632776, 79709470, 79721509, 79721610, 80409523, 80409532]",[78591328],78632782.0,20260812
Calb1,1,21,0.52318954,1295040,0.41624153,511377,0.8825937,698,0.43534026,56292,0.41376585,455085,"[71717640, 78591326, 78591330, 78591334, 78591336, 78591338, 78591384, 78632778, 79709470, 79721509, 79721630, 79721740, 80409525, 80409527, 80409532]",[78591332],78632782.0,20260812
Calb1,1,22,0.48534358,1295040,0.36682695,511377,0.84392774,698,0.35676265,58427,0.3682084,452950,"[78591326, 78591334, 78591336, 78591338, 78591340, 78591384, 79556672, 79709470, 79721509, 79721610, 79721630, 79721740, 80409525, 80409527, 80409532]",[78632776],78632782.0,20260812
Calb1,1,23,0.55913687,1295040,0.45247295,511377,0.8994703,698,0.4400642,60820,0.45424777,450557,"[71717640, 78591326, 78591328, 78591336, 78591340, 78591384, 78632778, 78632780, 79709470, 79721610, 79721630, 79721740, 80409523, 80409527, 80409532]",[78591338],78632782.0,20260812
Calb1,1,24,0.46503726,1295040,0.34064096,511377,0.8222678,698,0.32656172,60780,0.34265965,450597,"[78591340, 78591342, 78632766, 78632776, 78632778, 78632780, 79556672, 79709470, 79721509, 79721610, 79721630, 79721740, 80409525, 80409527, 80409532]",[78591328],78632782.0,20260812
Calb1,1,25,0.54179585,1295040,0.4433992,511377,0.8937787,698,0.43312,58568,0.44475618,452809,"[78591328, 78591334, 78591336, 78591338, 78591342, 78591384, 78632776, 78632778, 79556672, 79721610, 79721630, 79721740, 80409523, 80409525, 80409532]",[78591340],78632782.0,20260812
Calb1,1,26,0.55672646,1295040,0.45865354,511377,0.8759673,698,0.44555497,59290,0.46042675,452087,"[78591326, 78591330, 78591332, 78591334, 78591338, 78591340, 78591342, 78591384, 78632776, 78632780, 79556672, 79721610, 79721630, 80409523, 80409527]",[78591336],78632782.0,20260812
Calb1,1,27,0.4935321,1295040,0.39993876,511377,0.9087433,698,0.40974677,57454,0.3986818,453923,"[78591330, 78591332, 78591334, 78591336, 78591338, 78591340, 78632766, 78632776, 78632780, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523]",[80409525],78632782.0,20260812
Calb1,1,28,0.5415734,1295040,0.43890095,511377,0.8596599,698,0.42401823,59290,0.44092894,452087,"[71717640, 78591328, 78591332, 78591334, 78591340, 78591384, 78632766, 78632776, 79721509, 79721610, 79721630, 79721740, 80409523, 80409525, 80409532]",[78591336],78632782.0,20260812
Calb1,1,29,0.5432141,1295040,0.436267,511377,0.87595,698,0.40812975,58877,0.44015276,452500,"[78591326, 78591328, 78591332, 78591336, 78591338, 78591340, 78591384, 78632776, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523, 80409532]",[78591334],78632782.0,20260812
Calb1,1,30,0.5416722,1295040,0.4434866,511377,0.8989197,698,0.45540178,60423,0.44164252,450954,"[71717640, 78591328, 78591330, 78591332, 78591334, 78591338, 78632776, 78632780, 79709470, 79721610, 79721740, 80409523, 80409525, 80409527, 80409532]",[79556672],78632782.0,20260812
Calb1,1,31,0.44206285,1295040,0.33151925,511377,0.8293189,698,0.34150413,60369,0.33013135,451008,"[71717640, 78591326, 78591328, 78591332, 78591334, 78591338, 78591340, 78591342, 78591384, 78632766, 78632776, 79721610, 79721630, 80409523, 80409527]",[80409532],78632782.0,20260812
Calb1,1,32,0.38799226,1295040,0.2558381,511377,0.7276522,698,0.24941191,58762,0.25669825,452615,"[78591328, 78591336, 78591338, 78591340, 78591384, 78632776, 78632780, 79556672, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523, 80409525]",[78591330],78632782.0,20260812
Calb1,1,33,0.49405736,1295040,0.400911,511377,0.9103782,698,0.41052336,57454,0.39968085,453923,"[71717640, 78591326, 78591332, 78591334, 78591340, 78591342, 78591384, 78632776, 78632778, 79709470, 79721509, 79721630, 79721740, 80409523, 80409527]",[80409525],78632782.0,20260812
Calb1,1,34,0.47557634,1295040,0.3611685,511377,0.8226521,698,0.35300285,59604,0.36224186,451773,"[78591330, 78591332, 78591338, 78591340, 78591342, 78591384, 78632766, 78632778, 78632780, 79709470, 79721610, 79721630, 79721740, 80409523, 80409527]",[78591326],78632782.0,20260812
Calb1,1,35,0.43217647,1295040,0.3068617,511377,0.7438707,698,0.2919413,60160,0.3088096,451217,"[71717640, 78591330, 78591334, 78591336, 78591340, 78591342, 78632766, 78632778, 78632780, 79709470, 79721509, 79721630, 80409523, 80409525, 80409527]",[78591384],78632782.0,20260812
Calb1,1,36,0.493524,1295040,0.40045714,511377,0.9111594,698,0.40975595,57454,0.39926195,453923,"[71717640, 78591326, 78591328, 78591330, 78591336, 78591340, 78591342, 78632766, 78632776, 78632778, 78632780, 79556672, 79709470, 79721610, 79721740]",[80409525],78632782.0,20260812
Calb1,1,37,0.46430358,1295040,0.35129276,511377,0.83071387,698,0.33066332,59215,0.3541481,452162,"[78591326, 78591328, 78591334, 78591336, 78591338, 78591340, 78591342, 78632766, 78632778, 78632780, 79556672, 79721509, 79721630, 80409523, 80409527]",[79721610],78632782.0,20260812
Calb1,1,38,0.47435385,1295040,0.36650115,511377,0.81608176,698,0.34333333,56325,0.36923808,455052,"[71717640, 78591334, 78591336, 78591338, 78591340, 78591342, 78591384, 78632766, 78632776, 78632778, 79709470, 79721509, 79721610, 79721630, 80409532]",[79721740],78632782.0,20260812
Calb1,1,39,0.5234144,1295040,0.42645067,511377,0.9210706,698,0.425043,56290,0.4266256,455087,"[71717640, 78591328, 78591332, 78591334, 78591336, 78591338, 78591384, 78632776, 78632778, 79556672, 79709470, 79721610, 79721630, 80409527, 80409532]",[78591342],78632782.0,20260812
Calb1,1,40,0.50237876,1295040,0.38791323,511377,0.8452252,698,0.37889165,59873,0.38917205,451504,"[78591326, 78591330, 78591332, 78591334, 78591336, 78591338, 78591340, 78591342, 78591384, 78632766, 78632776, 78632780, 79556672, 79721610, 80409532]",[79721509],78632782.0,20260812
Calb1,1,41,0.5517762,1295040,0.45429233,511377,0.901927,698,0.47359443,56292,0.45180085,455085,"[71717640, 78591326, 78591330, 78591334, 78591338, 78591340, 78591342, 78632766, 78632776, 78632778, 78632780, 79721610, 79721630, 79721740, 80409523]",[78591332],78632782.0,20260812
Calb1,1,42,0.46883547,1295040,0.34588087,511377,0.82183236,698,0.33797103,60780,0.34704632,450597,"[71717640, 78591330, 78591332, 78591334, 78591336, 78591340, 78591342, 78591384, 78632766, 78632780, 79721509, 79721610, 79721740, 80409525, 80409527]",[78591328],78632782.0,20260812
Calb1,1,43,0.5450984,1295040,0.44568494,511377,0.8923951,698,0.47402817,56292,0.4420385,455085,"[71717640, 78591326, 78591328, 78591330, 78591338, 78591340, 78591342, 78591384, 78632766, 78632778, 78632780, 79556672, 79721610, 79721740, 80409525]",[78591332],78632782.0,20260812
Calb1,1,44,0.5437019,1295040,0.4460269,511377,0.8977204,698,0.43996504,58568,0.44683194,452809,"[78591332, 78591336, 78591338, 78632766, 78632778, 78632780, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523, 80409525, 80409527, 80409532]",[78591340],78632782.0,20260812
Calb1,1,45,0.4638463,1295040,0.34616637,511377,0.8386673,698,0.35136896,63164,0.3454442,448213,"[78591326, 78591330, 78591334, 78591336, 78591340, 78591342, 78632766, 78632776, 78632778, 78632780, 79709470, 79721509, 79721740, 80409525, 80409532]",[80409527],78632782.0,20260812
Calb1,1,46,0.5083212,1295040,0.39517963,511377,0.86622244,698,0.38570005,59873,0.39651796,451504,"[71717640, 78591328, 78591330, 78591334, 78591336, 78591338, 78591384, 78632766, 78632776, 78632780, 79556672, 79721610, 80409523, 80409527, 80409532]",[79721509],78632782.0,20260812
Calb1,1,47,0.494012,1295040,0.3823207,511377,0.84660536,698,0.35704926,59233,0.38538265,452144,"[71717640, 78591326, 78591328, 78591334, 78591336, 78591338, 78591384, 78632776, 78632780, 79709470, 79721509, 79721740, 80409523, 80409525, 80409532]",[78632778],78632782.0,20260812
Calb1,1,48,0.50550103,1295040,0.39667988,511377,0.8960899,698,0.3725642,60828,0.4000185,450549,"[78591326, 78591328, 78591332, 78591336, 78591342, 78591384, 78632766, 78632776, 78632778, 78632780, 79556672, 79721509, 79721610, 80409527, 80409532]",[79709470],78632782.0,20260812
Calb1,1,49,0.56088746,1295040,0.45537937,511377,0.90262663,698,0.4429271,60820,0.45714715,450557,"[71717640, 78591328, 78591334, 78591336, 78591342, 78591384, 78632766, 78632780, 79556672, 79721610, 79721630, 79721740, 80409523, 80409525, 80409532]",[78591338],78632782.0,20260812
Calb1,1,50,0.49061418,1295040,0.3732143,511377,0.8474012,698,0.36429232,60780,0.37452132,450597,"[71717640, 78591330, 78591332, 78591334, 78591336, 78591338, 78591384, 78632776, 79709470, 79721509, 79721610, 79721630, 79721740, 80409523, 80409527]",[78591328],78632782.0,20260812
Calb1,1,51,0.5041647,1295040,0.39657876,511377,0.86357045,698,0.3798333,59233,0.3986291,452144,"[71717640, 78591326, 78591328, 78591332, 78591334, 78591338, 78591340, 78632766, 79556672, 79709470, 79721630, 79721740, 80409523, 80409525, 80409532]",[78632778],78632782.0,20260812
Calb1,1,52,0.43921852,1295040,0.32517716,511377,0.830826,698,0.3063182,52266,0.32747042,459111,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591334, 78591384, 78632776, 78632778, 79721610, 79721740, 80409523, 80409525, 80409527, 80409532]",[79721630],78632782.0,20260812
Calb1,1,53,0.5418836,1295040,0.44306237,511377,0.8840569,698,0.4336923,58568,0.4443004,452809,"[78591328, 78591330, 78591332, 78591338, 78591342, 78591384, 78632766, 78632776, 78632778, 78632780, 79556672, 79709470, 79721509, 80409523, 80409527]",[78591340],78632782.0,20260812
Calb1,1,54,0.5654449,1295040,0.46157733,511377,0.9134847,698,0.45444608,60820,0.46260524,450557,"[71717640, 78591328, 78591332, 78591336, 78591340, 78591342, 78591384, 78632776, 78632780, 79556672, 79709470, 79721509, 79721740, 80409525, 80409527]",[78591338],78632782.0,20260812
Calb1,1,55,0.5473379,1295040,0.45123404,511377,0.9091696,698,0.46095422,60423,0.44969004,450954,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591336, 78591342, 78591384, 78632766, 78632776, 78632778, 79721509, 79721630, 79721740, 80409525]",[79556672],78632782.0,20260812
Calb1,1,56,0.5793778,1295040,0.4891127,511377,0.9004072,698,0.47850952,59290,0.49056172,452087,"[71717640, 78591326, 78591328, 78591332, 78591340, 78632766, 78632776, 78632778, 78632780, 79556672, 79721509, 79721610, 79721630, 80409523, 80409527]",[78591336],78632782.0,20260812
Calb1,1,57,0.4522971,1295040,0.34402162,511377,0.83426774,698,0.35367,60369,0.34269482,451008,"[78591326, 78591328, 78591330, 78591332, 78591342, 78632776, 78632778, 78632780, 79709470, 79721509, 79721610, 79721740, 80409523, 80409525, 80409527]",[80409532],78632782.0,20260812
Calb1,1,58,0.5004487,1295040,0.39032748,511377,0.889938,698,0.36327967,60828,0.39405358,450549,"[78591328, 78591330, 78591332, 78591334, 78591336, 78591340, 78591342, 78591384, 78632766, 78632778, 78632780, 79556672, 79721610, 80409525, 80409527]",[79709470],78632782.0,20260812
Calb1,1,59,0.543037,1295040,0.44317046,511377,0.8922808,698,0.4685837,56292,0.4398845,455085,"[71717640, 78591330, 78591336, 78591338, 78591342, 78632766, 78632778, 79556672, 79709470, 79721509, 79721740, 80409523, 80409525, 80409527, 80409532]",[78591332],78632782.0,20260812
Calb1,1,60,0.5519413,1295040,0.4543663,511377,0.89303815,698,0.47617942,56292,0.45155734,455085,"[78591326, 78591338, 78591342, 78591384, 78632766, 78632776, 78632778, 78632780, 79556672, 79721509, 79721610, 79721630, 80409525, 80409527, 80409532]",[78591332],78632782.0,20260812
Calb1,1,61,0.48583233,1295040,0.37329715,511377,0.8564425,698,0.37841895,58590,0.37256116,452787,"[71717640, 78591328, 78591334, 78591336, 78591338, 78591340, 78591342, 78591384, 78632766, 78632776, 78632778, 79721509, 79721740, 80409527, 80409532]",[78632780],78632782.0,20260812
Calb1,1,62,0.5187562,1295040,0.42017764,511377,0.9141952,698,0.41806048,56290,0.42043757,455087,"[78591326, 78591330, 78591332, 78591336, 78591338, 78591340, 78591384, 78632766, 78632776, 78632778, 79556672, 79709470, 79721509, 80409523, 80409532]",[78591342],78632782.0,20260812
Calb1,1,63,0.46045047,1295040,0.34914833,511377,0.7981601,698,0.32654494,56325,0.35182184,455052,"[71717640, 78591326, 78591328, 78591332, 78591334, 78591336, 78591338, 78591342, 78632778, 78632780, 79556672, 79709470, 79721610, 80409523, 80409527]",[79721740],78632782.0,20260812
Calb1,1,64,0.44440132,1295040,0.3343698,511377,0.8220515,698,0.34339082,60369,0.33313477,451008,"[71717640, 78591328, 78591330, 78591332, 78591334, 78591336, 78591342, 78591384, 78632776, 78632778, 78632780, 79709470, 79721509, 80409523, 80409525]",[80409532],78632782.0,20260812
Calb1,1,65,0.5374782,1295040,0.438304,511377,0.8945568,698,0.45251974,60423,0.4361098,450954,"[78591330, 78591332, 78591334, 78591336, 78591338, 78591340, 78591342, 78632766, 78632778, 78632780, 79709470, 79721610, 79721630, 79721740, 80409532]",[79556672],78632782.0,20260812
Calb1,1,66,0.46286225,1295040,0.34904575,511377,0.81734073,698,0.3422648,57593,0.3500715,453784,"[71717640, 78591326, 78591328, 78591330, 78591336, 78591338, 78632766, 78632776, 78632780, 79556672, 79721509, 79721610, 79721740, 80409527, 80409532]",[80409523],78632782.0,20260812
Calb1,1,67,0.47653705,1295040,0.36314732,511377,0.81580544,698,0.34611833,59604,0.3653916,451773,"[71717640, 78591328, 78591332, 78591334, 78591340, 78591384, 78632778, 79556672, 79709470, 79721509, 79721610, 79721630, 80409523, 80409527, 80409532]",[78591326],78632782.0,20260812
Calb1,1,68,0.53832227,1295040,0.43880558,511377,0.89240843,698,0.42818663,58568,0.44020605,452809,"[71717640, 78591328, 78591334, 78591336, 78591342, 78591384, 78632776, 78632778, 78632780, 79556672, 79709470, 79721610, 79721630, 79721740, 80409527]",[78591340],78632782.0,20260812
Calb1,1,69,0.47732952,1295040,0.3554392,511377,0.8382043,698,0.34452242,58427,0.3569415,452950,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591334, 78591384, 78632778, 78632780, 79556672, 79709470, 79721610, 79721630, 79721740, 80409525]",[78632776],78632782.0,20260812
Calb1,1,70,0.5253561,1295040,0.41960812,511377,0.8934023,698,0.43892652,56292,0.41710043,455085,"[71717640, 78591328, 78591330, 78591334, 78591336, 78591338, 78632766, 78632778, 78632780, 79556672, 79709470, 79721610, 80409523, 80409525, 80409527]",[78591332],78632782.0,20260812
Calb1,1,71,0.52308553,1295040,0.42651075,511377,0.91279435,698,0.42857212,56290,0.4262302,455087,"[71717640, 78591326, 78591332, 78591334, 78591336, 78591338, 78632776, 79556672, 79721509, 79721630, 79721740, 80409523, 80409525, 80409527, 80409532]",[78591342],78632782.0,20260812
Calb1,1,72,0.45774552,1295040,0.34244618,511377,0.8239757,698,0.31969428,59215,0.3455809,452162,"[71717640, 78591328, 78591330, 78591332, 78591336, 78591342, 78591384, 78632766, 78632778, 79556672, 79709470, 79721630, 80409523, 80409525, 80409527]",[79721610],78632782.0,20260812
Calb1,1,73,0.47845733,1295040,0.35683674,511377,0.8463634,698,0.34372482,58427,0.35864082,452950,"[78591326, 78591328, 78591330, 78591336, 78591338, 78591340, 78632778, 78632780, 79709470, 79721509, 79721630, 79721740, 80409523, 80409525, 80409527]",[78632776],78632782.0,20260812
Calb1,1,74,0.43917385,1295040,0.32813296,511377,0.8228276,698,0.33471423,60369,0.32722944,451008,"[71717640, 78591326, 78591330, 78591334, 78591336, 78591340, 78591342, 78632776, 78632778, 79556672, 79709470, 79721509, 79721610, 79721630, 80409523]",[80409532],78632782.0,20260812
Calb1,1,75,0.46717834,1295040,0.34297854,511377,0.8216082,698,0.3285706,60780,0.34505147,450597,"[71717640, 78591330, 78591334, 78591336, 78632766, 78632776, 78632778, 78632780, 79556672, 79709470, 79721610, 79721630, 79721740, 80409523, 80409532]",[78591328],78632782.0,20260812
Calb1,1,76,0.55421513,1295040,0.4453096,511377,0.8997113,698,0.43420458,60820,0.44689763,450557,"[78591326, 78591328, 78591330, 78591332, 78591334, 78591342, 78591384, 78632778, 79556672, 79709470, 79721610, 79721740, 80409523, 80409527, 80409532]",[78591338],78632782.0,20260812
Calb1,1,77,0.46830368,1295040,0.3571586,511377,0.82776123,698,0.3478295,57593,0.35851276,453784,"[71717640, 78591326, 78591328, 78591332, 78591338, 78591340, 78591342, 78591384, 78632776, 78632778, 79556672, 79721610, 79721740, 80409525, 80409532]",[80409523],78632782.0,20260812
Calb1,1,78,0.3824247,1295040,0.25065923,511377,0.7172841,698,0.2444443,58762,0.25148883,452615,"[71717640, 78591326, 78591328, 78591332, 78591334, 78591336, 78591338, 78591340, 78591384, 78632776, 79556672, 79721509, 79721610, 80409523, 80409525]",[78591330],78632782.0,20260812
Calb1,1,79,0.5137155,1295040,0.40727526,511377,0.8696854,698,0.42190868,62373,0.4049198,449004,"[71717640, 78591328, 78591332, 78591334, 78591336, 78591338, 78591340, 78591384, 78632780, 79721509, 79721610, 79721630, 79721740, 80409523, 80409527]",[78632766],78632782.0,20260812
Calb1,1,80,0.46266434,1295040,0.3489056,511377,0.837096,698,0.32914364,57593,0.3516969,453784,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591334, 78591340, 78591342, 78632776, 78632780, 79556672, 79721509, 79721630, 79721740, 80409527]",[80409523],78632782.0,20260812
Calb1,1,81,0.498587,1295040,0.38336232,511377,0.8473177,698,0.37166035,59873,0.38500163,451504,"[71717640, 78591334, 78591338, 78591342, 78591384, 78632766, 78632776, 78632778, 78632780, 79556672, 79709470, 79721630, 80409525, 80409527, 80409532]",[79721509],78632782.0,20260812
Calb1,1,82,0.48973715,1295040,0.39514,511377,0.9024346,698,0.40725648,57454,0.3935828,453923,"[71717640, 78591326, 78591328, 78591330, 78591332, 78591338, 78591342, 78591384, 78632766, 78632776, 78632778, 79556672, 79709470, 79721509, 79721740]",[80409525],78632782.0,20260812
