animal_id,animal_name,experiment_id,sex,gene,age,plane_of_section,treatment,probe_orientation,sleep_state,pixel_size
71227914,05-2966,72021222,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70896862,05-2653,71670701,Male,Trappc1,P56,coronal,ISH,2,Nothing,1.049
73652038,05-3730,74641219,Male,Dnm3,P56,coronal,ISH,2,Nothing,1.049
149351,04-0374,655120,Male,Arf3,P56,coronal,ISH,2,Nothing,1.049
74481125,06-0161,74724760,Male,Htr3a,P56,coronal,ISH,2,Nothing,1.049
101538,04-0315,544903,Male,Hoxa5,P56,coronal,ISH,2,Nothing,1.049
77232695,07-0006,77280419,Male,Atpaf1,P56,coronal,ISH,2,Nothing,1.049
74865142,06-0323,75000712,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70429617,05-2369,71064289,Male,Bcl2l12,P56,coronal,ISH,2,Nothing,1.049
70101632,05-2120,70805896,Male,Lrrtm1,P56,coronal,ISH,2,Nothing,1.049
71476731,05-3193,73754258,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77281698,07-0027,77413682,Male,Prkcsh,P56,coronal,ISH,2,Nothing,1.049
77407875,321-0136,78591330,Male,Calb1,P56,coronal,ISH,2,Nothing,1.049
73633913,05-3705,74473092,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70230607,05-2223,70849439,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70430524,05-2386,71249079,Male,Glt8d2,P56,coronal,ISH,2,Nothing,1.049
74834133,06-0310,75041528,Male,Rapgef6,P56,coronal,ISH,2,Nothing,1.049
74899372,06-0339,75081398,Male,Zfp330,P56,coronal,ISH,2,Nothing,1.049
71282217,05-3008,72179624,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
72172843,05-3434,74047905,Male,Btrc,P56,coronal,ISH,2,Nothing,1.049
77561854,07-0126,77869840,Male,Acan,P56,coronal,ISH,2,Nothing,1.049
77440684,321-0044,77792759,Female,Htr2c,P56,coronal,ISH,2,Nothing,1.049
73425078,05-3510,74317446,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71903150,05-3295,73987046,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71903154,05-3297,73925724,Male,Lppr3,P56,coronal,ISH,2,Nothing,1.049
71227922,05-2970,72021510,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
73651964,05-3725,74586665,Male,Glipr1,P56,coronal,ISH,2,Nothing,1.049
77440620,321-0056,77766029,Female,Npy1r,P56,coronal,ISH,2,Nothing,1.049
72135214,05-3390,74047714,Male,Ankfn1,P56,coronal,ISH,2,Nothing,1.049
16143,04-0009,32386,Male,Ppp3r1,P56,coronal,ISH,2,Nothing,1.049
67501019,04-0827,67936212,Male,Tspyl4,P56,coronal,ISH,2,Nothing,1.049
71282188,05-3012,72283812,Male,Fstl5,P56,coronal,ISH,2,Nothing,1.049
70430460,05-2379,71174194,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71903209,05-3296,73925717,Male,Fhdc1,P56,coronal,ISH,2,Nothing,1.049
74834189,06-0317,75042254,Male,Glg1,P56,coronal,ISH,2,Nothing,1.049
702850,2414,2446,Male,Ogn,P56,coronal,ISH,2,Nothing,1.63
71478353,05-3184,73718048,Male,Agpat4,P56,coronal,ISH,2,Nothing,1.049
77415329,321-0163,77780740,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702575,2039,297,Male,Crhr1,P56,coronal,ISH,2,Nothing,1.63
702689,2218,304,Male,Cryzl1,P56,coronal,ISH,2,Nothing,1.63
702689,2218,367,Male,Ripply3,P56,coronal,ISH,2,Nothing,1.63
702816,2378,1864,Male,Syt13,P56,coronal,ISH,2,Nothing,1.63
702612,2093,404,Male,Eps8l3,P56,coronal,ISH,2,Nothing,1.63
702465,1859,422,Male,Fbxl5,P56,coronal,ISH,2,Nothing,1.63
702610,2091,556,Male,Hes1,P56,coronal,ISH,2,Nothing,1.63
702580,2045,573,Male,Ntm,P56,coronal,ISH,2,Nothing,1.63
702662,2180,579,Male,Hspb7,P56,coronal,ISH,2,Nothing,1.63
702578,2043,686,Male,Ncor1,P56,coronal,ISH,2,Nothing,1.63
702526,1949,690,Male,Ndrg3,P56,coronal,ISH,2,Nothing,1.63
702481,1897,756,Male,Sebox,P56,coronal,ISH,2,Nothing,1.63
702687,2216,797,Male,Pgrmc1,P56,coronal,ISH,2,Nothing,1.63
702680,2206,864,Male,Ptprm,P56,coronal,ISH,2,Nothing,1.63
702513,1935,900,Male,Rora,P56,coronal,ISH,2,Nothing,1.63
702680,2206,1074,Male,Trim9,P56,coronal,ISH,2,Nothing,1.63
702591,2056,1081,Male,Tubb4a,P56,coronal,ISH,2,Nothing,1.63
702665,2184,1124,Male,Ywhag,P56,coronal,ISH,2,Nothing,1.63
702777,2328,1175,Male,Cnp,P56,coronal,ISH,2,Nothing,1.63
702765,2314,1211,Male,Gphn,P56,coronal,ISH,2,Nothing,1.63
702803,2357,1231,Male,Meis2,P56,coronal,ISH,2,Nothing,1.63
702765,2314,1261,Male,Pfn2,P56,coronal,ISH,2,Nothing,1.63
702608,2089,1295,Male,Tacr1,P56,coronal,ISH,2,Nothing,1.63
702536,1968,1317,Male,Taf1d,P56,coronal,ISH,2,Nothing,1.63
72010476,05-3370,74028556,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702561,2012,1363,Male,Grp,P56,coronal,ISH,2,Nothing,1.63
702613,2094,1411,Male,Rbm11,P56,coronal,ISH,2,Nothing,1.63
702517,1940,1460,Male,Ifngr2,P56,coronal,ISH,2,Nothing,1.63
702803,2357,1484,Male,Dmbx1,P56,coronal,ISH,2,Nothing,1.63
702506,1927,1532,Male,Setbp1,P56,coronal,ISH,2,Nothing,1.63
702666,2185,1547,Male,Ube2g2,P56,coronal,ISH,2,Nothing,1.63
702468,1865,1587,Male,Rwdd2b,P56,coronal,ISH,2,Nothing,1.63
702776,2327,1607,Male,Zfp423,P56,coronal,ISH,2,Nothing,1.63
702839,2403,1695,Male,Ctf1,P56,coronal,ISH,2,Nothing,1.63
702822,2385,1699,Male,Dner,P56,coronal,ISH,2,Nothing,1.63
702815,2376,1734,Male,Gng7,P56,coronal,ISH,2,Nothing,1.63
702839,2403,1742,Male,Dtd1,P56,coronal,ISH,2,Nothing,1.63
702826,2389,1768,Male,Lphn2,P56,coronal,ISH,2,Nothing,1.63
702806,2360,1804,Male,Pde1c,P56,coronal,ISH,2,Nothing,1.63
702815,2376,1836,Male,Slc12a8,P56,coronal,ISH,2,Nothing,1.63
702819,2382,1858,Male,Syap1,P56,coronal,ISH,2,Nothing,1.63
702832,2396,1870,Male,Tcea3,P56,coronal,ISH,2,Nothing,1.63
702487,1903,1892,Male,Wnt9b,P56,coronal,ISH,2,Nothing,1.63
702819,2382,1920,Male,Slc27a4,P56,coronal,ISH,2,Nothing,1.63
702851,2415,2021,Male,Agtr1a,P56,coronal,ISH,2,Nothing,1.63
702829,2393,2049,Male,Zak,P56,coronal,ISH,2,Nothing,1.63
702842,2406,2075,Male,Sdccag3,P56,coronal,ISH,2,Nothing,1.63
702784,2335,2079,Male,Cct8,P56,coronal,ISH,2,Nothing,1.63
702488,1904,2091,Male,Cer1,P56,coronal,ISH,2,Nothing,1.63
702582,2047,2263,Male,Gnai2,P56,coronal,ISH,2,Nothing,1.63
702525,1948,2305,Male,Hs3st1,P56,coronal,ISH,2,Nothing,1.63
702849,2413,2389,Male,Madcam1,P56,coronal,ISH,2,Nothing,1.63
702844,2408,2391,Male,Pam16,P56,coronal,ISH,2,Nothing,1.63
702795,2348,2442,Male,Nudc,P56,coronal,ISH,2,Nothing,1.63
702842,2406,2613,Male,Slc35b2,P56,coronal,ISH,2,Nothing,1.63
702872,2438,2639,Male,Stc1,P56,coronal,ISH,2,Nothing,1.63
702690,2219,2735,Male,Wnt6,P56,coronal,ISH,2,Nothing,1.63
45742,04-0048,83167,Male,Tm2d3,P56,coronal,ISH,2,Nothing,1.049
72348,04-0108,199392,Male,Mef2a,P56,coronal,ISH,2,Nothing,1.049
72611,04-0173,276276,Male,Asb8,P56,coronal,ISH,2,Nothing,1.049
83809,04-0197,293682,Male,Atp6v0b,P56,coronal,ISH,2,Nothing,1.049
83825,04-0201,321208,Male,Fbln2,P56,coronal,ISH,2,Nothing,1.049
74703399,06-0261,74864566,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
83914,04-0223,324012,Male,Lum,P56,coronal,ISH,2,Nothing,1.049
83967,04-0236,356087,Male,Homer3,P56,coronal,ISH,2,Nothing,1.049
83971,04-0237,356093,Male,Akr1e1,P56,coronal,ISH,2,Nothing,1.049
83979,04-0239,356287,Male,Phf1,P56,coronal,ISH,2,Nothing,1.049
83999,04-0244,356850,Male,Psmc2,P56,coronal,ISH,2,Nothing,1.049
83930,04-0227,356857,Male,Ptbp1,P56,coronal,ISH,2,Nothing,1.049
101538,04-0315,544902,Male,Tecr,P56,coronal,ISH,2,Nothing,1.049
641747,04-0779,67870083,Male,Rnaseh2c,P56,coronal,ISH,2,Nothing,1.049
693420,04-0810,67936006,Male,Gng2,P56,coronal,ISH,2,Nothing,1.049
70429657,05-2380,71174514,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
104456,04-0341,71708472,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70911447,05-2686,71670726,Male,Drc1,P56,coronal,ISH,2,Nothing,1.049
71035669,05-2793,71836746,Male,Scd1,P56,coronal,ISH,2,Nothing,1.049
71250784,05-2990,72129253,Male,Spink8,P56,coronal,ISH,2,Nothing,1.049
71393027,05-3090,73512204,Male,Rgs17,P56,coronal,ISH,2,Nothing,1.049
71393066,05-3093,73512364,Male,Kcnc2,P56,coronal,ISH,2,Nothing,1.049
71456196,05-3168,73636087,Male,Inhbb,P56,coronal,ISH,2,Nothing,1.049
71571400,05-3215,73788032,Male,Nts,P56,coronal,ISH,2,Nothing,1.049
71887410,05-3259,73817429,Male,Cadps2,P56,coronal,ISH,2,Nothing,1.049
72962236,05-3487,74272037,Male,Map2,P56,coronal,ISH,2,Nothing,1.049
72963884,05-3491,74272892,Male,Arhgef28,P56,coronal,ISH,2,Nothing,1.049
73502205,05-3561,74357577,Male,Gdap10,P56,coronal,ISH,2,Nothing,1.049
73573668,05-3642,74511758,Male,Prlhr,P56,coronal,ISH,2,Nothing,1.049
73634007,05-3717,74581430,Male,Fam120c,P56,coronal,ISH,2,Nothing,1.049
73651943,05-3719,74581447,Male,Pex5l,P56,coronal,ISH,2,Nothing,1.049
73989811,06-0034,74658077,Male,E330009J07Rik,P56,coronal,ISH,2,Nothing,1.049
75064115,06-0432,75551478,Male,Grik4,P56,coronal,ISH,2,Nothing,1.049
75064058,06-0443,75651202,Male,Dtnbp1,P56,coronal,ISH,2,Nothing,1.049
77281706,07-0029,77414123,Male,Tm2d3,P56,coronal,ISH,2,Nothing,1.049
77294044,07-0032,77414160,Male,Gng2,P56,coronal,ISH,2,Nothing,1.049
78093641,321-0721,78525736,Male,Rprm,P56,coronal,ISH,2,Nothing,1.049
77799922,321-0495,78525756,Male,Rprm,P56,coronal,ISH,2,Nothing,1.049
79322572,335-1083,79490078,Male,Zfp189,P56,coronal,ISH,2,Nothing,1.049
79338761,335-1117,79556597,Male,Rorb,P56,coronal,ISH,2,Nothing,1.049
79338765,335-1118,79556611,Male,Galp,P56,coronal,ISH,2,Nothing,1.049
79338765,335-1118,79556616,Male,Htr1a,P56,coronal,ISH,2,Nothing,1.049
77385559,321-0087,79686641,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77407903,321-0140,79737443,Male,Inpp4b,P56,coronal,ISH,2,Nothing,1.049
79398735,335-1186,79908799,Male,Foxb1,P56,coronal,ISH,2,Nothing,1.049
73573684,05-3646,74452173,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77551292,321-0187,77790665,Female,Ncoa1,P56,coronal,ISH,2,Nothing,1.049
711114,310-1489,112197858,Male,Creb3l1,P56,coronal,ISH,2,Nothing,0.9982
73502209,05-3563,74330781,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
45835,04-0071,104826,Male,Bcap29,P56,coronal,ISH,2,Nothing,1.049
72010476,05-3370,73992930,Male,Cnnm1,P56,coronal,ISH,2,Nothing,1.049
74741232,06-0283,74988352,Male,Veph1,P56,coronal,ISH,2,Nothing,1.049
104484,04-0348,67752111,Male,Flot1,P56,coronal,ISH,2,Nothing,1.049
71227922,05-2970,72109410,Male,Adora2a,P56,coronal,ISH,2,Nothing,1.049
83930,04-0227,324211,Male,1700037H04Rik,P56,coronal,ISH,2,Nothing,1.049
77232683,07-0003,77278979,Male,Cyp2j6,P56,coronal,ISH,2,Nothing,1.049
104509,04-0354,71836261,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71339080,05-3064,72472775,Male,Tnks,P56,coronal,ISH,2,Nothing,1.049
72010441,05-3373,73992947,Male,Eif5a2,P56,coronal,ISH,2,Nothing,1.049
74833938,06-0305,74963468,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74703399,06-0261,74882595,Male,Galnt6,P56,coronal,ISH,2,Nothing,1.049
77466888,321-0246,78632784,Male,Rorb,P56,coronal,ISH,2,Nothing,1.049
78093663,321-0722,78528729,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74510837,06-0181,74750065,Male,Epb4.1l1,P56,coronal,ISH,2,Nothing,1.049
70073524,05-2081,70636319,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75195317,06-0504,75774667,Male,Stxbp2,P56,coronal,ISH,2,Nothing,1.049
70379960,05-2317,71030555,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
79355499,335-1127,79556696,Male,Mapt,P56,coronal,ISH,2,Nothing,1.049
78084746,321-0725,78591312,Male,Zeb2,P56,coronal,ISH,2,Nothing,1.049
71227902,05-2960,72081517,Male,Igsf3,P56,coronal,ISH,2,Nothing,1.049
71414862,05-3107,73520995,Male,Klhl1,P56,coronal,ISH,2,Nothing,1.049
77294072,07-0035,77414654,Male,Pea15a,P56,coronal,ISH,2,Nothing,1.049
75195186,06-0485,75774108,Male,Polr1e,P56,coronal,ISH,2,Nothing,1.049
73633892,05-3702,74452045,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70404835,05-2344,71050284,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
73989811,06-0034,74658080,Male,Fscn1,P56,coronal,ISH,2,Nothing,1.049
71993663,05-3320,73986059,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75078647,06-0453,75645322,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71250752,05-2974,72119596,Male,Itpr1,P56,coronal,ISH,2,Nothing,1.049
71083107,05-2836,71920513,Male,Mybpc1,P56,coronal,ISH,2,Nothing,1.049
73633892,05-3702,74512048,Male,Nefh,P56,coronal,ISH,2,Nothing,1.049
72134994,05-3393,74047746,Male,Ttn,P56,coronal,ISH,2,Nothing,1.049
70073507,05-2076,70622623,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74878475,06-0331,75080209,Male,Rnf32,P56,coronal,ISH,2,Nothing,1.049
77407899,321-0139,79802158,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702518,1941,980,Male,Slit2,P56,coronal,ISH,2,Nothing,1.63
74784504,06-0290,74988529,Male,Ccni,P56,coronal,ISH,2,Nothing,1.049
382822,04-0668,72082330,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71227910,05-2964,72021158,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74865115,06-0320,75043138,Male,5330421K23Rik*,P56,coronal,ISH,2,Nothing,1.049
71203618,05-2945,72080165,Male,Appl2,P56,coronal,ISH,2,Nothing,1.049
702625,2110,606,Male,Jund,P56,coronal,ISH,2,Nothing,1.63
74703383,06-0253,74881937,Male,Arap2,P56,coronal,ISH,2,Nothing,1.049
77561854,07-0126,77869869,Male,Relt,P56,coronal,ISH,2,Nothing,1.049
75428042,06-0598,75934916,Male,Ank,P56,coronal,ISH,2,Nothing,1.049
710949,310-1481,112649261,Male,Med23,P56,coronal,ISH,2,Nothing,0.9982
71903108,05-3283,73817986,Male,Exoc6,P56,coronal,ISH,2,Nothing,1.049
69965074,05-1962,70537286,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71185675,05-2918,71942348,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77232695,07-0006,77280417,Male,Liph,P56,coronal,ISH,2,Nothing,1.049
294961,04-0598,71813163,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74495161,06-0175,74750010,Male,Ube4b,P56,coronal,ISH,2,Nothing,1.049
70145786,05-2189,70832564,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
80326809,335-1202,80343361,Male,Cebpa,P56,coronal,ISH,2,Nothing,1.049
78087662,321-0719,79800911,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75720920,06-0671,76090455,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
149355,04-0375,71799259,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74703313,06-0252,74863985,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702526,1949,2029,Male,Anxa11,P56,coronal,ISH,2,Nothing,1.63
71120652,05-2883,71924504,Male,LOC433088,P56,coronal,ISH,2,Nothing,1.049
711112,310-1487,111871017,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,0.9887
71227902,05-2960,72021638,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71061887,05-2814,71688731,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
417744,04-0703,72138289,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702779,2330,1156,Male,Ascl2,P56,coronal,ISH,2,Nothing,1.63
73651968,05-3727,74640884,Male,Mm.26272,P56,coronal,ISH,2,Nothing,1.049
70091628,05-2115,70744519,Male,Klf10,P56,coronal,ISH,2,Nothing,1.049
71393040,05-3091,73512354,Male,Tns1,P56,coronal,ISH,2,Nothing,1.049
77232707,07-0009,77280582,Male,Ly6g6e,P56,coronal,ISH,2,Nothing,1.049
711519,BL/6-1514,100140665,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,0.9887
71478425,05-3196,73732150,Male,Fam81a,P56,coronal,ISH,2,Nothing,1.049
75428042,06-0598,75934915,Male,Capns1,P56,coronal,ISH,2,Nothing,1.049
71250768,05-2982,72128749,Male,Egr2,P56,coronal,ISH,2,Nothing,1.049
77232707,07-0009,77280584,Male,Pantr1,P56,coronal,ISH,2,Nothing,1.049
74510869,06-0189,74819253,Male,LOC434368,P56,coronal,ISH,2,Nothing,1.049
74357307,06-0121,74800882,Male,Sorcs1,P56,coronal,ISH,2,Nothing,1.049
70123644,05-2162,70927813,Male,Cyp7b1,P56,coronal,ISH,2,Nothing,1.049
71414862,05-3107,73520998,Male,Nptx1,P56,coronal,ISH,2,Nothing,1.049
77407875,321-0136,78592044,Male,Nnat,P56,coronal,ISH,2,Nothing,1.049
72172807,05-3435,74258884,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
72135214,05-3390,74028967,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74657066,06-0247,74881503,Male,Pptc7,P56,coronal,ISH,2,Nothing,1.049
101558,04-0320,70807862,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75195198,06-0491,75753326,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71185726,05-2927,72077456,Male,Crispld1,P56,coronal,ISH,2,Nothing,1.049
70516749,05-2444,71587781,Male,Arpp21,P56,coronal,ISH,2,Nothing,1.049
74703411,06-0267,74882926,Male,Slc12a2,P56,coronal,ISH,2,Nothing,1.049
69619560,05-1631,70436729,Male,Slc38a3,P56,coronal,ISH,2,Nothing,1.049
78087654,321-0717,79686885,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
79857047,321-1529,80377879,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
79322568,335-1082,79488953,Male,Adcy7,P56,coronal,ISH,2,Nothing,1.049
72962240,05-3488,74272052,Male,Map7d2,P56,coronal,ISH,2,Nothing,1.049
75720920,06-0671,76090423,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
72970664,05-3503,74273308,Male,Sod3,P56,coronal,ISH,2,Nothing,1.049
74878483,06-0335,75084473,Male,Nhlrc1,P56,coronal,ISH,2,Nothing,1.049
75720903,06-0667,76085745,Male,Fdps,P56,coronal,ISH,2,Nothing,1.049
72010490,05-3376,73994717,Male,Mal2,P56,coronal,ISH,2,Nothing,1.049
74878329,06-0329,75079801,Male,Cit,P56,coronal,ISH,2,Nothing,1.049
702464,1858,1335,Male,Cbs,P56,coronal,ISH,2,Nothing,1.63
70494040,05-2398,71358591,Male,Asb4,P56,coronal,ISH,2,Nothing,1.049
77385555,321-0086,78619631,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71887479,05-3274,73817925,Male,Kcnab3,P56,coronal,ISH,2,Nothing,1.049
77232683,07-0003,77278977,Male,Slc9a7,P56,coronal,ISH,2,Nothing,1.049
71250752,05-2974,72119592,Male,Mras,P56,coronal,ISH,2,Nothing,1.049
71456240,05-3167,74028388,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
46761,04-0086,121096,Male,Tnfrsf25,P56,coronal,ISH,2,Nothing,1.049
702794,2347,1984,Male,Clic6,P56,coronal,ISH,2,Nothing,1.63
73633892,05-3702,74512028,Male,A830036E02Rik,P56,coronal,ISH,2,Nothing,1.049
79355608,335-1132,79591337,Male,Sema3a,P56,coronal,ISH,2,Nothing,1.049
74741197,06-0280,74958606,Male,8030498B09Rik,P56,coronal,ISH,2,Nothing,1.049
72172847,05-3436,74047916,Male,Glo1,P56,coronal,ISH,2,Nothing,1.049
71282184,05-3011,72283809,Male,Strip2,P56,coronal,ISH,2,Nothing,1.049
702779,2330,1914,Male,Rnf128,P56,coronal,ISH,2,Nothing,1.63
70803431,05-2611,71670486,Male,Loxl2,P56,coronal,ISH,2,Nothing,1.049
72010490,05-3376,74028034,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
78087662,321-0719,79746114,Male,Etv1,P56,coronal,ISH,2,Nothing,1.049
74834150,06-0312,75041575,Male,Dscaml1,P56,coronal,ISH,2,Nothing,1.049
73540545,05-3601,74404259,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74785070,06-0297,74988735,Male,Sf3b2,P56,coronal,ISH,2,Nothing,1.049
70404795,05-2347,71030379,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
294949,04-0599,72068993,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77529358,07-0117,77867708,Male,Gltscr1l,P56,coronal,ISH,2,Nothing,1.049
74785070,06-0297,74988733,Male,En2,P56,coronal,ISH,2,Nothing,1.049
71101570,05-2871,71924341,Male,Sgtb,P56,coronal,ISH,2,Nothing,1.049
75064115,06-0432,75551473,Male,P2rx2,P56,coronal,ISH,2,Nothing,1.049
702618,2099,2181,Male,Eif2ak3,P56,coronal,ISH,2,Nothing,1.63
104436,04-0336,70916882,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71203532,05-2948,71958881,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71250752,05-2974,72102901,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75195266,06-0492,75753422,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70430460,05-2379,71249743,Male,Brinp2,P56,coronal,ISH,2,Nothing,1.049
71120652,05-2883,71924481,Male,LOC270764,P56,coronal,ISH,2,Nothing,1.049
71478345,05-3180,73636121,Male,Glra2,P56,coronal,ISH,2,Nothing,1.049
74741227,06-0281,74988272,Male,Dicer1,P56,coronal,ISH,2,Nothing,1.049
77294040,07-0031,77442617,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
71282217,05-3008,72179656,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75064193,06-0434,75551033,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
70822203,05-2616,71670681,Male,Pald1,P56,coronal,ISH,2,Nothing,1.049
77561816,07-0121,77869859,Male,Pop4,P56,coronal,ISH,2,Nothing,1.049
71887471,05-3270,73817436,Male,Ptprv,P56,coronal,ISH,2,Nothing,1.049
72962236,05-3487,74272038,Male,Draxin,P56,coronal,ISH,2,Nothing,1.049
77385527,321-0082,78528951,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
73633888,05-3701,74472969,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
78084783,321-0728,79737765,Male,Ndnf,P56,coronal,ISH,2,Nothing,1.049
710945,310-1477,112646029,Male,Lhx9,P56,coronal,ISH,2,Nothing,0.9982
74373685,06-0133,74695018,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702486,1902,682,Male,Ncam2,P56,coronal,ISH,2,Nothing,1.63
72008723,05-3347,73931635,Male,Acsl5,P56,coronal,ISH,2,Nothing,1.049
72966804,05-3495,74261127,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77458264,321-0049,77795873,Female,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77407871,321-0135,78557192,Male,Etv1,P56,coronal,ISH,2,Nothing,1.049
710949,310-1481,112650553,Male,Dhrs3,P56,coronal,ISH,2,Nothing,0.9982
417736,04-0699,72137364,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74741214,06-0275,74958537,Male,Il17rd,P56,coronal,ISH,2,Nothing,1.049
79355487,335-1124,79618680,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
69573390,05-1525,70301275,Male,Sgpp2,P56,coronal,ISH,2,Nothing,1.049
74625618,06-0227,74881134,Male,Stoml1,P56,coronal,ISH,2,Nothing,1.049
702617,2098,2462,Male,Park2,P56,coronal,ISH,2,Nothing,1.63
77385531,321-0083,78557165,Male,Wfs1,P56,coronal,ISH,2,Nothing,1.049
70430460,05-2379,71174226,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
149412,04-0389,71813001,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
77407903,321-0140,79801343,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
75448857,06-0608,76115738,Male,Ntrk3,P56,coronal,ISH,2,Nothing,1.049
71414883,05-3113,73543171,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
72134960,05-3385,73997151,Male,Rcn2,P56,coronal,ISH,2,Nothing,1.049
75078577,06-0445,75651227,Male,Cysltr1,P56,coronal,ISH,2,Nothing,1.049
73633888,05-3701,74512007,Male,Cacna1i,P56,coronal,ISH,2,Nothing,1.049
71101540,05-2865,73553664,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
710945,310-1477,112645384,Male,Eva1c,P56,coronal,ISH,2,Nothing,0.9982
74657027,06-0241,74864150,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
702798,2351,1894,Male,Zfp191,P56,coronal,ISH,2,Nothing,1.63
70230527,05-2219,70849903,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
74784504,06-0290,74912723,Male,Nothing,P56,coronal,NISSL,Nothing,Nothing,1.049
78087650,321-0716,78633142,Male,Cap1,P56,coronal,ISH,2,Nothing,1.049
